Carimbo de data/hora,status de envio do email de onboarding,Qual é a sua idade? 🌐, Qual é o seu nível de escolaridade? 🎓,Em qual bairro/cidade você mora? 🏠 (por favor bote em caps lock para fins de padronização. Ex: FORTALEZA/PRAIA DE IRACEMA),"Como você se identifica em termos de raça/etnia? (por exemplo, preta, parda, branca, indígena, etc.) ✊🏽 ",Como você se identifica em termos de gênero? 🏳‍🌈,Como você se identifica em termos de orientação sexual? 💖,Você tem filhos?  👧👦 ,"Você sempre foi da área de T.I.? Se não, qual sua área original?  💻 ",Qual sua situação profissional? 💼,"Se, atualmente, você está profissionalmente ativa, poderia nos fornecer mais detalhes? 💼","Por favor, descreva um pouco sua jornada até aqui  ✍️ 🧳 ",Você programa/já programou em Python?  🐍 , Há quanto tempo você trabalha ou estuda na área de tecnologia? ⏳,"Se você não sabe programar em Python, você tem interesse em aprender? 🐍",Como você se considera seu nível na linguagem Python? 🐍,Você trabalhou com Python em qual segmento? 💻🐍,Com quais outras tecnologias você já trabalhou?  💻,Como você conheceu a comunidade PyLadies? 🌟,Você já participou de algum evento organizado pela PyLadies Fortaleza? 🌟,O que você espera da comunidade PyLadies? 🌟,Como você pode contribuir para a comunidade? 🌟,Qual dessas áreas mais te despertam interesse? 🔍,Qual tipo de evento você mais gosta de participar? 🤝,Você se sente confortável para ministrar palestras/cursos/etc? 🤝,Sobre quais assuntos você poderia ministrar palestras/cursos/etc? 🔍,O que poderia ter na comunidade para despertar seu interesse em interagir/participar mais? 🌟,Você gostaria de participar de um programa de mentoria na comunidade PyLadies Fortaleza? 🌟,"Você fez/faz parte de alguma outra comunidade? Se sim, qual? 🔍",Você tem experiência com organização de eventos?  🔍,"Além de tecnologia, quais outros interesses você cultiva?  🎨 ","Você aceita que a PyLadies Fortaleza colete, trate e armazene seus dados fornecidos neste formulário?",Data de aniversário dd/mm - para fins fofinhos da Squad de RH  🎂 ,Formato Data (Ignorar Ano),Você autoriza a postagem comemorativa de aniversário? 👤 ,"Qual é a sua profissão atual ou área de atuação? 💼 (Exemplo: Engenheira de Software, Cientista de Dados, Engenheira de Dados, QA, UX..)",Qual é a sua faixa de renda mensal? 💰,"Se sim, há quanto tempo programa/programou em Python? 🐍",Com que frequência você participa de eventos da PyLadies? 📅, Quais são os principais desafios que você enfrenta como mulher na área de tecnologia? 🚧,Que tipo de apoio ou recursos você gostaria de ver mais na comunidade? 🤲,Você prefere trabalhar em projetos individuais ou em equipe? Por quê? 👩‍💻,"Precisa da sua autorização para guardar suas informações do formulário! 📝 Usaremos só para entender melhor vocês e planejar eventos incríveis! ✨ Promessa: seus dados ficam seguros conosco, sem compartilhamento! 🤫
Você aceita? 👍","Nos próximos eventos, tiraremos muitas fotos incríveis! 📸  Queremos compartilhar a energia boa com todos! ✨ Usaremos algumas fotos com você em posts, convites e divulgação. 😉 Você autoriza a PyLadies Fortaleza a usar sua imagem? 👍",email_hash,nome_hash,contato_hash
2024-12-30 15:44:21,Enviado,Entre 41 e 50 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,FORTALEZA/VICENTE PINZON ,Branca,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Formada em ADS, pós-graduada em Análise Projeto e Gerencia de Sistemas. Possuo 2 certificados internacionais de um congresso internacional. Tenho um site onde escrevo artigos, mas estou paradas, desmotivada.",Não,Mais de 4 anos,Sim,Não se aplica,Não se aplica,Nunca trabalhei programando. ,"Redes Sociais (Instagram, Facebook e etc)",Não,ERA BOM EU APRENDER A PROGRAMAR E IR PARA ESSE MUNDO DE PROGRAMACAO UX UI PALESTRAS OU ALGO PARECIDO,EU NAO SEI,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web, IoT, Jogos, Machine Learning, Segurança, Testes, Web scrapping, Front-end","Qualquer um é apoio na organização de eventos, eu já participei como voluntária no DevOpsDays outra vez. ","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Não sei dizer. Ando meio dês. Motivada sabe. Mas der repente. É um assunto legal aí da certo, porque eu trabalho dando treinamentos e palestras tbm. Quando dá. ","Eu não sei, pois eu sou tímida e como não conheço muita gente, eu fico sem saber direito sabe. ","Sim, como mentora e mentorada",Não ,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,26/07/1979,,Não,Técnico ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,TO MEIO DESMOTIVADA E RUIM ESTUDAR SO,ACHO LEGAL OS GRUPOS DE ESTUDOS DESDE O RECICLAR TUDO ISSO ERA BOM PORQUE FAZ TEMPO QUE TERMINEI E TEM GENTE QUE TA ATUALIZADISSIMO DE AGORA ENTAO TENHO VERGONHA DE PERGUNTAR,Os dois. ,"Sim, autorizo!","Sim, autorizo!",b2356c5242eec7047af82c73d8164bf9a50145d289db54149759ea7281fbef39,9e1eb5885c251527e2d4503d0ae620808789576198b44efb38fe4fa639ec2c14,ee850425eaa2e604ecaa9fe544bec567cebcaff75a59f0c39fb260cde056d14f
2024-12-20 13:46:17,Enviado,Entre 18 e 24 anos,Graduação - cursando,Fortaleza/Edson Queiroz,Branca,Cisgênera,Heterossexual,Não,Sim,Bolsista de instituição acadêmica,Estou buscando ativamente novo emprego/estágio/etc.,"A linguagem q estou aprendendo/ me desenvolvendo desde que passei  no meu estágio é swift/swiftui. Estou há quase 1 ano na área de desenvolvimento IOS.
Porém, queria conhecer mais sobre python também, tenho uma noção da linguagem mas bem básico mesmo.",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,"Swift, SwiftUi",Indicação de amiga(o),Não,ESPERO COMPARTILHAR EXPERIENCIAS E QUE ISSO NOS AJUDE A CRESCER MUTUAMENTE,GOSTARIA DE SER VOLUNTARIA FUTURAMENTE APRENDER UM POUCO DE PYTHON AJUDAR NOS EVENTOS E NAS ORGANIZACOES DO GRUPO,"Jogos, Machine Learning","Atividades lúdicas e recreativas, Workshops",Talvez,"Sobre UI, UX e desenvolvimento OIS.","Eu gosto muito da área de jogos, participar de hackathons, acho q algo voltado mais para jogos ou criação de grupos/preparação para hackathons seria algo bem inovador na comunidade.","Sim, como mentorada",Não,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎮 (jogos, para quem curte videogames)",,14/11,,Sim,"Faço Engenharia de Telecomunicações, mas atualmente estagio com desenvolvimento IOS",Menos de 1 salário mínino ( < 1.412),Não se aplica,,ACHO QUE MINHA PROPRIA AUTOSSABOTAGEM POR SER UM MUNDO AINDA MUITO MACHISTA AS VEZES EU NAO ME SINTO A ALTURA DOS COLEGAS AO MEU REDOR NAO ME SINTO TAO ACOLHIDA E SINTO QUE SE COMETER ALGUM ERRO POSSO ACABAR MOSTRANDO MINHA FRAGILIDADE,ACHO MA SESSAO DE TERAPIA EM GRUPO UM DIA NO MES ONDE NOS REUNIMOS TODAS PESSOALMENTE E COMPARTILHAMOS NOSSAS EXPERIENCIAS NOSSAS ANGUSTIAS E ETC,"Em equipe, pois gosto de compartilhar experiências.","Sim, autorizo!","Sim, autorizo!",0d47276aeb065d756165ae76a793e84d453b813e6389ab7cd8737c40b398217a,6cc937457f2d2b2ccce630617831933997a343b082c7b1f85604920cee5f51d8,cb41a83da05f524ca64235b403f64b3c10dd864c704b754651ea75d0fbd04068
2025-07-01 19:34:16,Enviado,Entre 31 e 40 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - cursando,FATIMA / CEDRO ,Parda,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,Sim ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Já trabalhei como desenvolvedora web backend e Full stack e também no mestrado e doutorado atuei/ atuo com ciência de dados ,Sim,Mais de 4 anos,Talvez,Pleno,"Análise/Visualização de Dados, Big Data, Data Science",PHP JavaScript Java ,"Redes Sociais (Instagram, Facebook e etc)",Não,FOMENTO PARA MULHERES,MINICURSOS OU PALESTRAS,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Sim,Data science para o bem social ,,Talvez,Sim. Adas coders ,Sim,"📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo)",,28/07/1992,,Sim,Dev web backend ,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),2 a 4 anos,1 evento por ano,NENHUM,,,"Sim, autorizo!","Sim, autorizo!",622c3c35c151eedbd65d4a4ab52c801966b723684ce2109c7b74cd467160a850,925d08abd7ba6dc9c6f253b7c3678978a9bf6dee64e4ae62fb27381889b03180,7a8853766612406a10c0cdf6a6f466f4ff7ee212b71285d2cccbe6fa40a72342
2025-07-01 21:22:51,Enviado,Entre 41 e 50 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - concluído,GUARIBAS/EUSÉBIO,Parda,Cisgênera,Heterossexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,Sim.,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,"apaixonada por tecnologia e pessoas, mestre em IA e Data Science, participa de algumas comunidades: DevOpsDays Fortaleza, Pyladies Fortaleza, Strides.Acredita que mais mulheres em tecnologia é um movimento possível. Realiza algumas mentorias de apoio, como por exemplo: PMI Mulher Ceará; e realiza algumas palestras em eventos e universidades.Lidera times de tecnologia há alguns anos e está iniciando o processo como escritora.Vive num movimento de aprender compartilhando. Sempre acreditando que ainda se tem muito a aprender com o outro.",Sim,Mais de 4 anos,Não se aplica,Pleno,"Data Science, Machine Learning","Cloud, DevOps",Estou na comunidade desde 2018,"Sim, como organizadora, Sim, como palestrante/ministrante de curso/etc., Sim, como participante",QUE MAIS MULHERES SEJA PROTAGONISTAS,COM A MINHA PARTICIPACAO MAS ACREDITO QUE MAIS MULHERES PRECISAM SER PROTAGONISTAS,"Data Science, Machine Learning","Workshops, Tutoriais",Sim,"Algum sobre área de dados, gestão de times de dados … porém necessário me organizar a nível de tempo",,Talvez,Sim. DevOpsDays Fortaleza e apoio a algumas ações do PMI CE e WTM do GDG como palestrante,Sim,"📚 (livros, representando interesses em leitura), 🌍 (viagens, para interesses em explorar o mundo)",,28/06,,Sim,Data Manager,Acima de 7 salários míninos ( >= 9.884 ),2 a 4 anos,Entre 1 a 3 eventos por ano,INUMEROS MAS MUITOS JA SUPERADOS,,,"Sim, autorizo!","Sim, autorizo!",414944db5083db98249052792b1233b0fa500f2a9c9644ad35376013ac022ad2,a0a81dbec975c118d40dfbd7f12789f1cbd8b095f83dce80494c604b9a10aac8,5a2e60f6630edeb65577f287da451e54966cf0119b62c3741319ba88536119db
2025-03-26 10:54:08,Enviado,Entre 25 e 30 anos,Graduação - cursando,JANGURUSSU/FORTALEZA,Descendente Indígena,Cisgênera,Bissexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,"Trabalhei a maior parte (desde 2017) com foco em JS, atualmente trabalho com ambos C# e Javascript, mexi com python e java mais em decorrência de trabalhos da faculdade.",Sim,Mais de 4 anos,Não se aplica,Não se aplica,Não se aplica,"Javascript, C#, SQL",Indicação de amiga(o),Não,,,"Desenvolvimento Web, Segurança, Testes","Workshops, Tutoriais",Não,,,Talvez,Frontend CE,Não,"🎨 (arte, representando interesses criativos), 🍳 (culinária, para quem gosta de cozinhar), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,07/11,,Não,Desenvolvedora FullStack,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),menos de 1 ano,,,,,"Sim, autorizo!","Sim, autorizo!",759efd801655ed3a1c9a2418d9a68fdb8ef46da2b07a79e6487e27ea5f456155,f9574dd6d841845db4b615604bb34d40b0860bbc90a058726f39b7e050d397dd,416a40334e5e7659c399e26062047ac583e62fb5d327636aa993df08a0764a6b
2024-12-20 13:44:43,Enviado,Entre 31 e 40 anos,Graduação - concluído,COAÇU/FORTALEZA,Branca,Cisgênera,Bissexual,Não,Não. Sou formada em Administração de Empresas.,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"Trabalho há 16 anos na Administração Pública Estadual. Há pouco mais de 1 ano idealizei migrar de carreira, e ainda estou nesse processo, pois devido a problemas pessoais, precisei adiar meus planos. Me voluntariei na Pyladies para tentar, através da minha área de atuação, contribuir com a área da tecnologia, e aos poucos ir conhecendo cada vez mais o universo, principalmente a partir da visão feminina, já que até agora, vinha sendo ""uma agulha no palheiro"" e sempre me senti bem deslocada na linguagem e nas tratativas da área.  ",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,"Css, Javascript.","Redes Sociais (Instagram, Facebook e etc)",Não,INTEGRACAO OPORTUNIDADE CONHECIMENTO,NO MOMENTO SOU APTA A CONTRIBUIR NA GESTAO ADMINISTRATIVA E DE EVENTOS,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web, IoT, Jogos, Machine Learning, Testes, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",Não.,Sim,"🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo)",,20/02,,Sim,Administração de Empresas/Gestão Pública.,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,,EM SALA DE AULA SER VISTA DE IGUAL PARA IGUAL NEM SEMPRE SINTO QUE NOSSAS PERGUNTAS SAO OUVIDAS E VALIDADAS COM O MESMO INTERESSE DE QUANDO PARTEM DO SEXO MASCULINO NO MERCADO IGUALDADE PRECISAMOS SER X MAIS CAPAZES PARA CONSEGUIR CHEGAR NO MESMO PATAMAR FINANCEIRO E GERENCIAL DE UM HOMEM,APOIO MAIS EFETIVO NAS LINGUAGENS ALEM DO PYTHON APOIO PARA DESENVOLVIMENTO DE CARREIRA,"Depende muito da integração e interesse da equipe, a partir disso consigo desenvolver bem de ambas as formas.","Sim, autorizo!","Sim, autorizo!",3b95b096c3ec02e61c56ff42ba877150c0f7fc301ae034c08a8ee364408a674b,cda1302f8e5878b6db43e0f515be7d3dae4d8a6d53861d74d9a0fb4fc3a04d0e,342c1533dc574e2d523cb8ab27da68e333a18504871aa1056c0f7aee9456e96c
2025-09-05 19:15:37,Enviado,Entre 31 e 40 anos,Graduação - incompleto,FORTALEZA/MESSEJANA,Branca,Cisgênera,Bissexual,Não,Tatuadora ,Empreendedor(a),Não se aplica,,Não,menos de 1 ano,Talvez,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,TROCAR IDEIAS SOBRE O MUNDO DA TECNOLOGIA,,"Nenhuma mencionada acima, cloud computing","Workshops, Palestras",Não,,,Talvez,Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,19.11.1991,,Sim,,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,,,,"Sim, autorizo!","Sim, autorizo!",8dd40d3fcd6e5555c72f1001f4cc93dbeb9c4ad944e4a5464e332a110f371d1f,1bd438e097b1f427e164e5376e060b90f65e9c2c9329760a63fb946901fc611a,09229c963542afa3c980d96d293ec4983ccc8b08a53fb379ebc3fe97a5055cdd
2025-08-03 23:02:05,Enviado,Entre 18 e 24 anos,Graduação - concluído,MULUNGU,Parda,Cisgênera,Heterossexual,Não,sim,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,,Sim,1 ano a 2 anos,Não se aplica,Júnior,Não se aplica,,"Indicação de amiga(o), Evento",Não,,,"Desenvolvimento Web, Machine Learning, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras",Sim,,,Talvez,front end ce,Não,,,27112003,,Sim,Desenvolvedora Fullstack Js,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,Entre 1 a 3 eventos por ano,,,,"Sim, autorizo!","Sim, autorizo!",1f1a99f6efb4ab56c194d3a0772005b019b92173127d882fbdf2c7b339015c20,d1c6d9ffacb4bbe58269744de2b4241f2b58af1e50f73bdc302a7f60003de6c8,a69524c795d820fcd37f681ba0b50b393f2b56a1465d2b923b2fbcf7dacd4222
2024-12-20 17:38:03,Enviado,Entre 25 e 30 anos,Ensino Médio/Técnico (cursando ou concluído),FORTALEZA/ALDEOTA,Parda,Cisgênera,Heterossexual,Não,"não, educação física ",Não trabalho e estou buscando um emprego/estágio,,"no início quando entrei no mundo da tecnologia me interessei em programação, mas vi que é mais hobby do que vontade de trabalhar, então agora estou focando mais na área de análise de dados e estou gostando, tendo vontade em trabalhar com isso (resumo do resumo).",Não,2 a 4 anos,Talvez,Não sei definir,"Análise/Visualização de Dados, Big Data, Data Science",Power BI,Indicação de amiga(o),Não,QUE EU POSSA AJUDAR NO QUE PUDER E O QUE RECEBER E LUCRO ALEM DE PARTICIPAR DE UM GRUPO FORTE DE MULHERES NA AREA DE TECNOLOGIA,NAO SEI ESPECIFICAMENTE MAS O QUE PUDER AJUDAR CONTE COMIGO,"Análise/Visualização de Dados, Big Data, Data Science, Desenvolvimento Web","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,,,Talvez,não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,21/03,,Não,,,Não se aplica,,,,"não sei, mas acho que em grupo.
Pois é uma forma de ajudar e ser ajudado, mas também dependendo do projeto não importa ser individual ","Sim, autorizo!","Sim, autorizo!",7f6ea2314847450854ccd7205f282bca1a0150be387418cd4a1bad1ea5ccea04,d1187db02d5a7e6743d8752f7037b89cb699cb135da7b95dba37afa83da822f7,3c0c50b00e5a4650f2d1efc7a72a126c46096bd326e9b7a992b25cef52fbb615
2025-07-01 20:00:24,Enviado,Entre 25 e 30 anos,Graduação - concluído,FORTALEZA/ALDEOTA,Parda,Cisgênera,Heterossexual,Não,Zootecnia,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Não,1 ano a 2 anos,Sim,Júnior,Não se aplica,Java / Typescript,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",,,"Desenvolvimento Web, Machine Learning","Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Comunicação com stakeholders,"acho a comunidade ótima, só me falta tempo",Não,Uxfortal,Sim,"🎨 (arte, representando interesses criativos), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",Sim,08/12,08/12/2023,Não,Full Stack,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,1 evento por ano,ACREDITO QUE A FALTA DE UM APOIO NO TRABALHO TENHO POUCA LIBERDADE COM AMIGOS DE TRABALHO,,,"Sim, autorizo!","Sim, autorizo!",fb9f8763c0a022683b78a6ccbec6a1062eef593346e3ad3bf758ea4a7c77b06f,bd863912539382a745bad030960c2184a25190a35cc049cebb2655bb9e916813,7cfeb8af6ffc17c03f6f3a85391d86085c6df41e6f7bd854add2c0ddfb7c8cd8
2024-12-19 19:04:33,Enviado,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA / COCÓ,Branca,Cisgênera,Bissexual,Não,"Formada e atuando com Design, mas focado em marketing",Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,,Não,2 a 4 anos,Não,Não se aplica,Não se aplica,,Evento,"Sim, como palestrante/ministrante de curso/etc., Sim, como participante",UM AMBIENTE DE TROCA DA TECNOLOGIA,POSSO PARTICIPAR E FAZER WORKSHOPS PALESTRAS,"Análise/Visualização de Dados, UX Design","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Sim,UX Design / Acessibilidade / Processos de discovery e requisitos ,-,"Sim, como mentora e mentorada",Front End Ce e UXFor,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",Sim,02/06,,Sim,UX/UI Designer,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Entre 1 a 3 eventos por ano,FALTA DE PERCEPCAO DE OUTRAS PESSOAS COMO ESPECIALISTA NA AREA MANSPLANING,MENTORIA DE CARREIRA QUEM E MAIS SENIOR PODE AJUDAR,Equipe. Gosto da troca e divisão de responsabilidade ,"Sim, autorizo!","Sim, autorizo!",d4f6e355b84a534d7d875cf4bd6a2a5fe3e46c6ae4a2a91f0944fd0f7f06aa3d,7c6ab33f5f318c5ee78a48fc3669ae201fac03b4b294689fb8d8b1b9b4fe1e0c,41058c6e12bc1d64d20298f00066f25ffa33988511691a75533a9b9d37504a38
2025-01-21 07:16:24,Enviado,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Fortaleza/José Walter ,Branca,Cisgênera,Bissexual,Não,"Sim, área auditoria controle CARM, suporte, analyst service delivery…",Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"Iniciei minha carreira aos 20 anos, ganhando experiência em tecnologia, suporte técnico e implantação de sistemas. Passei por empresas como IVIA e Polibras Software, onde desenvolvi habilidades em suporte, testes de sistemas e banco de dados.

Na Wipro, trabalhei com suporte e gestão do sistema TOTVS para a Ypióca, sendo efetivado posteriormente como Analyst Service Delivery sênior. Atualmente, sou responsável por controles, auditorias e suporte às operações.

Sou formado em Redes de Computadores e pós-graduado em Engenharia de Software, sempre focado em aprendizado constante e soluções práticas.",Não,Mais de 4 anos,Sim,Não sei definir,Não se aplica,"SQL, azure/office 365, aws, Linux, AD, Datasul ","Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,NETWORKING NOVIDADES MELHORAR MINHA COMUNICACAO,,"Análise/Visualização de Dados, Big Data, Testes","Palestras, Tutoriais",Talvez,,,Talvez,Não ,Não,"🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,03/10/1995,,Não,analyst service delivery Sênior ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,AMBIENTES HOSTIS SEMPRE HA DUVIDA DA CAPACIDADE DO QUE CONSEGUIRMOS ENTREGAR ETC,CURSOS DIVERSOS,Depende do projeto mas estou disposta a desenvolver mais essa parte de trabalhos em equipe,"Sim, autorizo!","Sim, autorizo!",c71e8fdfc063ef29baa97da39a1913a9e3c9f81fb13f44cb7c1d9690bcad949b,bb376fb918a9638aee16d81cb02a93897785e7a160dc31cf434cbba3fb6c1cf3,6ae8c5a52eaf2d53bc48b0890e776186802627248c9823420e117462d7220f44
2025-11-05 10:37:10,Enviado,Entre 25 e 30 anos,Graduação - incompleto,PLANALTO CAUCAIA/CAUCAIA,Prefiro não informar,Cisgênera,Heterossexual,Não,Não. Sou assistente administrativo ,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"Sou formada a nível Médio e Técnico em Hotelaria e Meios de Hospedagem pela Escola Marly Ferreira Martins, que por intermédio desta concluí o estágio no Resort Vila Galé Cumbuco. Trabalhei como operadora de Caixa na Cecomil em 2014. Cursei 3 semestres de Direito. Retornei como efetiva ao Vila Galé entre 2015 e 2016, depois mudei para o Hotel Duro Garden, localizado também no Cumbuco, entre 2017 e 2019. Em 2019, também, consegui a nota de 940 na redação do ENEM, o que me possibilitou pelo PROUNI uma bolsa em Administração pela UNICHRISTUS. No entanto, devido a pandemia e acontecimentos drásticos pessoais tive de abdicar da vaga. Após a pandemia, consegui me recolocar no Mercado no setor administrativo desta empresa que estou hoje, como assistente administrativo e analista Jr de Licitações e Contratos, que se entendeu para a assistência administrativa de forma geral na empresa, desde 2021. Ingressei em Administração em 2022 mas não concluí em virtude da falência da Instituição de Ensino. Ousei, portanto, migrar para a área de Tecnologia, no curso de Data Analytics da Digital College e pretendo dar continuidade em 2026 na graduação tecnológica de Analise e Desenvolvimento de Sistemas. Ademais, estou em constante exploração e aprendizado através de cursos livres e de extensão. ",Não,1 ano a 2 anos,Sim,Não sei definir,Não se aplica,"Nunca trabalhei, mas já estudei SQL, ETL (com Pentaho).",Indicação da Professora Nayara. ,Não,PONTE PARA O APRENDIZADO BONS RELACIONAMENTOS NETWORK,COMPARTILHANDO TODOS OS MEUS CONHECIMENTOS QUE FOR MELHOR APROVEITAVEL PARA O GRUPO,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web, Machine Learning, Segurança",Não participei ainda dos eventos.,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Estou disponível para análise curricular da liderança do grupo e, através de um consenso, decidirmos. ",Gostaria de conhecer mais a comunidade para opinar. ,"Sim, como mentorada","Até o momento, so clube de leitura de livros.",Sim,"📚 (livros, representando interesses em leitura), 🍳 (culinária, para quem gosta de cozinhar)",,28/10/1994,,Sim,"Trabalho como assistente administrativo e análise de Licitações Públicas, no ramo de locação de veículos, atuando também para o público privado.",Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,OPORTUNIDADES ATE DE SE EXPRESSAR FRASES COMO VOCE NAO ENTENDEU OU VAMOS LA VOU FALAR DO COMECO SAO QUASE UMA CONSTANTE JA NO APRENDIZADO ADEMAIS POSSUO UMA NEUROATIPIA QUE E O TDAH E DISCALCULIA O QUE TEM SIDO UMA BARREIRA EMBORA SUPERAVEL PARA MIM ENQUANTO MULHER NEUROATIPICA NO MEU AMBIENTE DE TRABALHO SO HA EU DE MULHER FRASES COMO MULHER NAO ENTENDE DE CARRO SAO COTIDIANAS AVALIEM O QUE ENFRENTO NO SETOR DA TECNOLOGIA MESMO ENQUANTO ESTUDANTE,GOSTARIA DE CONHECER MAIS O GRUPO PADA OPINAR MAS APOIO EMOCIONALMOTIVACIONAL PARA O ALCANCE DOS OBJETIVOS ATRAVES DE UMA COMUNIDADE DE MULHERES JA E RECONFORTANTE,"Por segurança, a priori, prefiro em equipe. ","Sim, autorizo!","Sim, autorizo!",5f52dfa73b53e4f8b89f8621df39312f073c98baa0e0442f32bdd40dd9cf6ef9,0069db8f69c337346e717e07b476a74348fd40eb64db864294f853de50fffb46,be6ad016cbefe5c9faa34ee119319f0162e3168e63b610195c05d0d5b9a89805
